model,stem,cls,conf,rel_area,best_iou,kind
YOLO11n,China_Drone__China_Drone_001760,D00,0.2514,0.015381,0.0,FP_background
YOLO11n,China_Drone__China_Drone_001765,D10,0.5471,0.01513,0.6228,TP
YOLO11n,China_Drone__China_Drone_001765,D00,0.4801,0.006327,0.7723,TP
YOLO11n,China_Drone__China_Drone_001777,D10,0.4521,0.064676,0.8405,TP
YOLO11n,China_Drone__China_Drone_001777,D10,0.2842,0.067403,0.4873,FP_localization
YOLO11n,China_Drone__China_Drone_001795,D10,0.5205,0.023437,0.6895,TP
YOLO11n,China_Drone__China_Drone_001809,D10,0.4092,0.012899,0.7681,TP
YOLO11n,China_Drone__China_Drone_001827,D00,0.5012,0.117892,0.5074,TP
YOLO11n,China_Drone__China_Drone_001827,D10,0.2435,0.02294,0.5196,TP
YOLO11n,China_Drone__China_Drone_001831,D20,0.5217,0.081967,0.6059,TP
YOLO11n,China_Drone__China_Drone_001832,D10,0.4118,0.022737,0.4452,FP_localization
YOLO11n,China_Drone__China_Drone_001832,D10,0.2516,0.003178,0.7001,TP
YOLO11n,China_Drone__China_Drone_001836,D10,0.3916,0.191146,0.2545,FP_localization
YOLO11n,China_Drone__China_Drone_001836,D10,0.3832,0.042556,0.7922,TP
YOLO11n,China_Drone__China_Drone_001837,D00,0.3947,0.023824,0.7442,TP
YOLO11n,China_Drone__China_Drone_001837,D00,0.3803,0.055754,0.2792,FP_localization
YOLO11n,China_Drone__China_Drone_001837,D10,0.3493,0.014529,0.3079,FP_localization
YOLO11n,China_Drone__China_Drone_001837,D00,0.3162,0.034069,0.4568,FP_localization
YOLO11n,China_Drone__China_Drone_001838,D10,0.513,0.169608,0.8991,TP
YOLO11n,China_Drone__China_Drone_001838,D10,0.3404,0.116436,0.7561,FP_duplicate
YOLO11n,China_Drone__China_Drone_001851,D20,0.2737,0.081481,0.0,FP_background
YOLO11n,China_Drone__China_Drone_001851,D40,0.24,0.063113,0.0,FP_background
YOLO11n,China_Drone__China_Drone_001852,D00,0.3093,0.009815,0.3075,FP_background
YOLO11n,China_Drone__China_Drone_001892,D10,0.4502,0.011635,0.6866,TP
YOLO11n,China_Drone__China_Drone_001892,D10,0.3347,0.007927,0.4556,FP_localization
YOLO11n,China_Drone__China_Drone_001892,D00,0.2992,0.012651,0.0168,FP_background
YOLO11n,China_Drone__China_Drone_001905,D00,0.5879,0.030681,0.6689,TP
YOLO11n,China_Drone__China_Drone_001905,D00,0.2635,0.024705,0.5534,TP
YOLO11n,China_Drone__China_Drone_001905,D10,0.2519,0.018418,0.4466,FP_localization
YOLO11n,China_Drone__China_Drone_001913,D00,0.2703,0.131253,0.0,FP_background
YOLO11n,China_Drone__China_Drone_001923,D00,0.521,0.238942,0.5979,FP_classification
YOLO11n,China_Drone__China_Drone_001923,D00,0.3745,0.019149,0.0479,FP_background
YOLO11n,China_Drone__China_Drone_001939,D10,0.5939,0.105633,0.8489,TP
YOLO11n,China_Drone__China_Drone_001939,D10,0.3471,0.154701,0.6354,FP_duplicate
YOLO11n,China_Drone__China_Drone_001949,D00,0.2312,0.032583,0.0,FP_background
YOLO11n,China_Drone__China_Drone_001953,D00,0.2637,0.053101,0.8497,TP
YOLO11n,China_Drone__China_Drone_001975,D10,0.5868,0.195499,0.7609,TP
YOLO11n,China_Drone__China_Drone_001975,D10,0.2308,0.033959,0.1805,FP_localization
YOLO11n,China_Drone__China_Drone_001995,D00,0.5677,0.024194,0.8127,TP
YOLO11n,China_Drone__China_Drone_002006,D00,0.5918,0.01931,0.5004,TP
YOLO11n,China_Drone__China_Drone_002016,D00,0.4335,0.224027,0.8585,TP
YOLO11n,China_Drone__China_Drone_002020,D00,0.5463,0.011159,0.0,FP_background
YOLO11n,China_Drone__China_Drone_002020,D10,0.3872,0.016658,0.0,FP_background
YOLO11n,China_Drone__China_Drone_002020,D00,0.2436,0.023291,0.0,FP_background
YOLO11n,China_Drone__China_Drone_002034,D00,0.4503,0.037096,0.3542,FP_localization
YOLO11n,China_Drone__China_Drone_002034,D00,0.3234,0.013053,0.7569,TP
YOLO11n,China_Drone__China_Drone_002034,D00,0.3082,0.021145,0.6626,FP_duplicate
YOLO11n,China_Drone__China_Drone_002034,D00,0.2903,0.01439,0.9254,TP
YOLO11n,China_Drone__China_Drone_002039,D00,0.5572,0.028114,0.8903,TP
YOLO11n,China_Drone__China_Drone_002039,D00,0.5467,0.027768,0.7801,TP
YOLO11n,China_Drone__China_Drone_002039,D10,0.5461,0.012108,0.7064,TP
YOLO11n,China_Drone__China_Drone_002039,D00,0.367,0.025211,0.76,TP
YOLO11n,China_Drone__China_Drone_002039,D00,0.2397,0.005795,0.6504,TP
YOLO11n,China_Drone__China_Drone_002044,D00,0.5611,0.045043,0.5899,TP
YOLO11n,China_Drone__China_Drone_002044,D00,0.3234,0.026551,0.5887,FP_duplicate
YOLO11n,China_Drone__China_Drone_002065,D00,0.3587,0.158547,0.3879,FP_localization
YOLO11n,China_Drone__China_Drone_002065,D00,0.2453,0.169875,0.362,FP_localization
YOLO11n,China_Drone__China_Drone_002069,D20,0.2753,0.483576,0.7242,TP
YOLO11n,China_Drone__China_Drone_002070,D00,0.449,0.022014,0.4055,FP_localization
YOLO11n,China_Drone__China_Drone_002070,D20,0.3102,0.351908,0.3238,FP_background
YOLO11n,China_Drone__China_Drone_002070,D00,0.2807,0.060376,0.1478,FP_localization
YOLO11n,China_Drone__China_Drone_002070,D10,0.277,0.021503,0.5829,TP
YOLO11n,China_Drone__China_Drone_002072,D00,0.2526,0.02634,0.1001,FP_localization
YOLO11n,China_Drone__China_Drone_002072,D10,0.2509,0.08534,0.5588,TP
YOLO11n,China_Drone__China_Drone_002072,D10,0.2355,0.008894,0.7823,TP
YOLO11n,China_Drone__China_Drone_002100,D10,0.3698,0.00253,0.8767,TP
YOLO11n,China_Drone__China_Drone_002105,D20,0.4759,0.06999,0.871,TP
YOLO11n,China_Drone__China_Drone_002105,D40,0.3846,0.0626,0.8329,FP_classification
YOLO11n,China_Drone__China_Drone_002115,D10,0.6029,0.101207,0.7573,TP
YOLO11n,China_Drone__China_Drone_002115,D10,0.5008,0.072629,0.6474,FP_duplicate
YOLO11n,China_Drone__China_Drone_002115,D10,0.4293,0.021324,0.8133,TP
YOLO11n,China_Drone__China_Drone_002115,D00,0.3903,0.013186,0.0,FP_background
YOLO11n,China_Drone__China_Drone_002115,D10,0.3031,0.008762,0.1069,FP_localization
YOLO11n,China_Drone__China_Drone_002117,D10,0.4171,0.024306,0.2746,FP_localization
YOLO11n,China_Drone__China_Drone_002117,D10,0.4018,0.038144,0.3919,FP_localization
YOLO11n,China_Drone__China_Drone_002117,D10,0.3794,0.076392,0.6492,TP
YOLO11n,China_Drone__China_Drone_002117,D10,0.3303,0.020925,0.2786,FP_localization
YOLO11n,China_Drone__China_Drone_002127,D10,0.7225,0.130146,0.7575,TP
YOLO11n,China_Drone__China_Drone_002129,D00,0.5811,0.111623,0.0,FP_background
YOLO11n,China_Drone__China_Drone_002129,D00,0.3281,0.165069,0.0,FP_background
YOLO11n,China_Drone__China_Drone_002137,D20,0.4979,0.021028,0.5878,FP_classification
YOLO11n,China_Drone__China_Drone_002137,D00,0.2876,0.073675,0.0,FP_background
YOLO11n,China_Drone__China_Drone_002140,D00,0.5553,0.019711,0.8903,TP
YOLO11n,China_Drone__China_Drone_002140,D00,0.4452,0.013081,0.7144,TP
YOLO11n,China_Drone__China_Drone_002140,D00,0.4371,0.011533,0.0,FP_background
YOLO11n,China_Drone__China_Drone_002142,D10,0.7438,0.132857,0.8739,TP
YOLO11n,China_Drone__China_Drone_002145,D40,0.5587,0.006726,0.7657,TP
YOLO11n,China_Drone__China_Drone_002149,D10,0.6817,0.062658,0.8789,TP
YOLO11n,China_Drone__China_Drone_002149,D10,0.541,0.019211,0.8463,TP
YOLO11n,China_Drone__China_Drone_002149,D10,0.3624,0.025313,0.4453,FP_localization
YOLO11n,China_Drone__China_Drone_002150,D00,0.6121,0.042239,0.8359,TP
YOLO11n,China_Drone__China_Drone_002153,D10,0.4897,0.03652,0.7405,TP
YOLO11n,China_Drone__China_Drone_002159,D00,0.6811,0.026006,0.7196,TP
YOLO11n,China_Drone__China_Drone_002159,D10,0.5988,0.014134,0.8366,TP
YOLO11n,China_Drone__China_Drone_002159,D00,0.522,0.02664,0.6915,TP
YOLO11n,China_Drone__China_Drone_002159,D00,0.4576,0.006891,0.0716,FP_background
YOLO11n,China_Drone__China_Drone_002159,D00,0.3868,0.025968,0.0,FP_background
YOLO11n,China_Drone__China_Drone_002173,D00,0.6008,0.027514,0.9381,TP
YOLO11n,China_Drone__China_Drone_002173,D10,0.2523,0.01041,0.5685,TP
YOLO11n,China_Drone__China_Drone_002182,D10,0.5331,0.01224,0.6199,TP
YOLO11n,China_Drone__China_Drone_002183,D00,0.6812,0.061344,0.9237,TP
YOLO11n,China_Drone__China_Drone_002183,D10,0.6186,0.12215,0.8498,TP
YOLO11n,China_Drone__China_Drone_002183,D10,0.4323,0.155127,0.6726,FP_duplicate
YOLO11n,China_Drone__China_Drone_002209,D20,0.4182,0.428744,0.8905,TP
YOLO11n,China_Drone__China_Drone_002209,D20,0.3145,0.272804,0.5666,FP_duplicate
YOLO11n,China_Drone__China_Drone_002213,D10,0.4329,0.068685,0.9143,TP
YOLO11n,China_Drone__China_Drone_002213,D10,0.2969,0.034347,0.8723,TP
YOLO11n,China_Drone__China_Drone_002242,D10,0.2515,0.006008,0.0,FP_background
YOLO11n,China_Drone__China_Drone_002245,D20,0.6297,0.161245,0.0921,FP_background
YOLO11n,China_Drone__China_Drone_002245,D10,0.4337,0.019523,0.82,TP
YOLO11n,China_Drone__China_Drone_002245,D10,0.2456,0.021798,0.6691,TP
YOLO11n,China_Drone__China_Drone_002249,D00,0.3561,0.02422,0.0,FP_background
YOLO11n,China_Drone__China_Drone_002249,D10,0.3474,0.024718,0.6557,TP
YOLO11n,China_Drone__China_Drone_002275,D00,0.5667,0.091963,0.7242,TP
YOLO11n,China_Drone__China_Drone_002275,D00,0.3713,0.062043,0.7008,FP_duplicate
YOLO11n,China_Drone__China_Drone_002275,D10,0.2925,0.032167,0.816,TP
YOLO11n,China_Drone__China_Drone_002276,D10,0.6201,0.213144,0.8235,TP
YOLO11n,China_Drone__China_Drone_002276,D10,0.3452,0.129196,0.7199,FP_duplicate
YOLO11n,China_Drone__China_Drone_002279,D10,0.262,0.059162,0.8686,TP
YOLO11n,China_Drone__China_Drone_002284,D00,0.384,0.081709,0.8876,TP
YOLO11n,China_Drone__China_Drone_002284,D00,0.3009,0.036158,0.3439,FP_localization
YOLO11n,China_Drone__China_Drone_002289,D10,0.2714,0.031508,0.8111,TP
YOLO11n,China_Drone__China_Drone_002289,D10,0.2422,0.039517,0.6548,FP_duplicate
YOLO11n,China_Drone__China_Drone_002294,D00,0.2346,0.021084,0.7256,TP
YOLO11n,China_Drone__China_Drone_002297,D10,0.5503,0.013764,0.8661,TP
YOLO11n,China_Drone__China_Drone_002305,D10,0.5286,0.034595,0.7734,TP
YOLO11n,China_Drone__China_Drone_002305,D10,0.2627,0.023946,0.5705,FP_duplicate
YOLO11n,China_Drone__China_Drone_002315,D00,0.5796,0.04608,0.3175,FP_localization
YOLO11n,China_Drone__China_Drone_002315,D00,0.4342,0.125404,0.8958,TP
YOLO11n,China_Drone__China_Drone_002315,D00,0.343,0.028174,0.2073,FP_localization
YOLO11n,China_Drone__China_Drone_002332,D00,0.2742,0.015621,0.0,FP_background
YOLO11n,China_Drone__China_Drone_002336,D00,0.2499,0.016734,0.533,TP
YOLO11n,China_Drone__China_Drone_002358,D00,0.3528,0.011667,0.0,FP_background
YOLO11n,China_Drone__China_Drone_002358,D00,0.2932,0.003287,0.0,FP_background
YOLO11n,China_Drone__China_Drone_002360,D00,0.3151,0.055886,0.7559,TP
YOLO11n,China_Drone__China_Drone_002360,D00,0.2662,0.035577,0.4872,FP_localization
YOLO11n,China_Drone__China_Drone_002360,D10,0.2292,0.007325,0.8171,TP
YOLO11n,China_Drone__China_Drone_002365,D10,0.509,0.024535,0.7787,TP
YOLO11n,China_MotorBike__China_MotorBike_000002,D00,0.5356,0.045355,0.871,TP
YOLO11n,China_MotorBike__China_MotorBike_000002,D00,0.3486,0.036376,0.7961,TP
YOLO11n,China_MotorBike__China_MotorBike_000003,D00,0.7144,0.119794,0.6374,TP
YOLO11n,China_MotorBike__China_MotorBike_000003,D00,0.2372,0.017591,0.5149,TP
YOLO11n,China_MotorBike__China_MotorBike_000003,D00,0.2372,0.018696,0.79,TP
YOLO11n,China_MotorBike__China_MotorBike_000005,D10,0.374,0.045626,0.5556,TP
YOLO11n,China_MotorBike__China_MotorBike_000005,D10,0.3169,0.04289,0.3444,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000005,D10,0.265,0.019639,0.5976,TP
YOLO11n,China_MotorBike__China_MotorBike_000005,D10,0.2629,0.009241,0.2412,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000012,D00,0.7739,0.171932,0.9217,TP
YOLO11n,China_MotorBike__China_MotorBike_000012,D00,0.7248,0.314773,0.8487,TP
YOLO11n,China_MotorBike__China_MotorBike_000012,D00,0.4292,0.211812,0.7123,FP_duplicate
YOLO11n,China_MotorBike__China_MotorBike_000019,D00,0.79,0.196069,0.8027,TP
YOLO11n,China_MotorBike__China_MotorBike_000019,D10,0.4957,0.023153,0.2383,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000033,D00,0.3594,0.330262,0.1817,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000033,D00,0.313,0.47155,0.8262,TP
YOLO11n,China_MotorBike__China_MotorBike_000033,D00,0.2629,0.248857,0.1495,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000034,D10,0.5482,0.128643,0.6732,TP
YOLO11n,China_MotorBike__China_MotorBike_000042,D10,0.7061,0.089072,0.9477,TP
YOLO11n,China_MotorBike__China_MotorBike_000042,D00,0.4667,0.05603,0.5369,TP
YOLO11n,China_MotorBike__China_MotorBike_000042,D00,0.4653,0.1073,0.6267,TP
YOLO11n,China_MotorBike__China_MotorBike_000042,D00,0.2308,0.01911,0.5058,TP
YOLO11n,China_MotorBike__China_MotorBike_000050,D40,0.3526,0.005946,0.705,TP
YOLO11n,China_MotorBike__China_MotorBike_000053,D00,0.4817,0.061704,0.438,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000053,D00,0.2897,0.042363,0.6379,TP
YOLO11n,China_MotorBike__China_MotorBike_000056,D10,0.4869,0.029113,0.8805,TP
YOLO11n,China_MotorBike__China_MotorBike_000056,D00,0.3589,0.016675,0.0111,FP_background
YOLO11n,China_MotorBike__China_MotorBike_000057,D00,0.5852,0.060922,0.5234,TP
YOLO11n,China_MotorBike__China_MotorBike_000057,D00,0.341,0.086412,0.7664,FP_duplicate
YOLO11n,China_MotorBike__China_MotorBike_000057,D00,0.2469,0.042631,0.4092,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000058,D00,0.5414,0.034627,0.776,TP
YOLO11n,China_MotorBike__China_MotorBike_000058,D10,0.4392,0.011517,0.689,TP
YOLO11n,China_MotorBike__China_MotorBike_000058,D10,0.4038,0.010122,0.3782,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000058,D10,0.2449,0.003316,0.0,FP_background
YOLO11n,China_MotorBike__China_MotorBike_000059,D00,0.6456,0.041818,0.8289,TP
YOLO11n,China_MotorBike__China_MotorBike_000059,D00,0.2609,0.023134,0.3583,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000061,D00,0.5551,0.03675,0.627,TP
YOLO11n,China_MotorBike__China_MotorBike_000072,D00,0.7348,0.207015,0.8833,TP
YOLO11n,China_MotorBike__China_MotorBike_000072,D00,0.6682,0.141754,0.3699,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000072,D00,0.6104,0.022523,0.0585,FP_background
YOLO11n,China_MotorBike__China_MotorBike_000072,D00,0.5698,0.265887,0.6935,TP
YOLO11n,China_MotorBike__China_MotorBike_000079,D00,0.409,0.023439,0.1531,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000079,D20,0.3813,0.456773,0.8827,TP
YOLO11n,China_MotorBike__China_MotorBike_000086,D00,0.6868,0.117718,0.8132,TP
YOLO11n,China_MotorBike__China_MotorBike_000086,D10,0.541,0.044146,0.8115,TP
YOLO11n,China_MotorBike__China_MotorBike_000086,D10,0.4688,0.033062,0.7065,TP
YOLO11n,China_MotorBike__China_MotorBike_000086,D00,0.2721,0.023053,0.4935,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000089,D00,0.5624,0.081034,0.8558,TP
YOLO11n,China_MotorBike__China_MotorBike_000089,D10,0.5185,0.017418,0.8975,TP
YOLO11n,China_MotorBike__China_MotorBike_000089,D00,0.2355,0.052388,0.5924,FP_duplicate
YOLO11n,China_MotorBike__China_MotorBike_000108,D20,0.5337,0.171405,0.3912,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000108,D20,0.3185,0.061343,0.6194,TP
YOLO11n,China_MotorBike__China_MotorBike_000108,D20,0.2772,0.086256,0.8538,TP
YOLO11n,China_MotorBike__China_MotorBike_000112,D10,0.4819,0.0289,0.6177,TP
YOLO11n,China_MotorBike__China_MotorBike_000112,D00,0.4694,0.008654,0.5953,TP
YOLO11n,China_MotorBike__China_MotorBike_000112,D00,0.4499,0.097937,0.5202,TP
YOLO11n,China_MotorBike__China_MotorBike_000112,D00,0.3536,0.143401,0.7617,FP_duplicate
YOLO11n,China_MotorBike__China_MotorBike_000112,D00,0.2556,0.011567,0.0614,FP_background
YOLO11n,China_MotorBike__China_MotorBike_000112,D10,0.2495,0.003972,0.4542,FP_background
YOLO11n,China_MotorBike__China_MotorBike_000112,D00,0.2287,0.026186,0.8062,TP
YOLO11n,China_MotorBike__China_MotorBike_000113,D40,0.6746,0.008064,0.1504,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000113,D40,0.5462,0.024813,0.5024,TP
YOLO11n,China_MotorBike__China_MotorBike_000113,D00,0.3629,0.047522,0.8331,FP_classification
YOLO11n,China_MotorBike__China_MotorBike_000115,D10,0.3979,0.067517,0.6713,TP
YOLO11n,China_MotorBike__China_MotorBike_000115,D00,0.2877,0.009778,0.0,FP_background
YOLO11n,China_MotorBike__China_MotorBike_000125,D20,0.7474,0.482643,0.9096,TP
YOLO11n,China_MotorBike__China_MotorBike_000143,D00,0.3887,0.013564,0.6851,TP
YOLO11n,China_MotorBike__China_MotorBike_000143,D00,0.3726,0.373517,0.1412,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000146,D00,0.4513,0.045919,0.6405,TP
YOLO11n,China_MotorBike__China_MotorBike_000146,D00,0.372,0.013969,0.0461,FP_background
YOLO11n,China_MotorBike__China_MotorBike_000148,D10,0.4684,0.017255,0.1411,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000148,D20,0.4194,0.121899,0.9237,TP
YOLO11n,China_MotorBike__China_MotorBike_000148,D10,0.3912,0.038903,0.4374,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000148,D10,0.3639,0.010505,0.1703,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000148,D10,0.2605,0.024813,0.1958,FP_background
YOLO11n,China_MotorBike__China_MotorBike_000148,D10,0.2542,0.004557,0.0799,FP_background
YOLO11n,China_MotorBike__China_MotorBike_000164,D00,0.7904,0.127942,0.7721,TP
YOLO11n,China_MotorBike__China_MotorBike_000164,D00,0.7829,0.414938,0.7715,TP
YOLO11n,China_MotorBike__China_MotorBike_000164,D00,0.6193,0.100901,0.6987,TP
YOLO11n,China_MotorBike__China_MotorBike_000164,D00,0.296,0.177807,0.4297,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000164,D00,0.282,0.274577,0.7797,FP_duplicate
YOLO11n,China_MotorBike__China_MotorBike_000181,D00,0.8037,0.283933,0.9085,TP
YOLO11n,China_MotorBike__China_MotorBike_000181,D00,0.7226,0.175113,0.4477,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000181,D00,0.481,0.381633,0.9519,TP
YOLO11n,China_MotorBike__China_MotorBike_000181,D00,0.3821,0.034224,0.0874,FP_background
YOLO11n,China_MotorBike__China_MotorBike_000181,D00,0.2558,0.186422,0.7226,FP_duplicate
YOLO11n,China_MotorBike__China_MotorBike_000201,D00,0.8065,0.194302,0.8435,TP
YOLO11n,China_MotorBike__China_MotorBike_000201,D00,0.7747,0.323286,0.8395,TP
YOLO11n,China_MotorBike__China_MotorBike_000215,D20,0.7652,0.671682,0.8036,TP
YOLO11n,China_MotorBike__China_MotorBike_000218,D00,0.7241,0.27827,0.7453,TP
YOLO11n,China_MotorBike__China_MotorBike_000218,D10,0.4982,0.045341,0.7324,TP
YOLO11n,China_MotorBike__China_MotorBike_000218,D00,0.4594,0.199793,0.5845,FP_duplicate
YOLO11n,China_MotorBike__China_MotorBike_000221,D00,0.6885,0.346329,0.8215,TP
YOLO11n,China_MotorBike__China_MotorBike_000226,D00,0.5596,0.012934,0.7283,TP
YOLO11n,China_MotorBike__China_MotorBike_000226,D00,0.4529,0.063913,0.6493,TP
YOLO11n,China_MotorBike__China_MotorBike_000232,D00,0.5703,0.007517,0.5115,TP
YOLO11n,China_MotorBike__China_MotorBike_000232,D00,0.3884,0.044764,0.8518,TP
YOLO11n,China_MotorBike__China_MotorBike_000232,D00,0.3613,0.012619,0.3168,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000232,D00,0.2688,0.011668,0.5836,TP
YOLO11n,China_MotorBike__China_MotorBike_000232,D00,0.2383,0.03086,0.2206,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000247,D00,0.7941,0.277373,0.6923,TP
YOLO11n,China_MotorBike__China_MotorBike_000259,D00,0.6997,0.06947,0.794,TP
YOLO11n,China_MotorBike__China_MotorBike_000262,D00,0.4889,0.062312,0.427,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000269,D20,0.7342,0.412717,0.8074,TP
YOLO11n,China_MotorBike__China_MotorBike_000269,D00,0.2361,0.007217,0.1626,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000290,D00,0.452,0.080662,0.6436,TP
YOLO11n,China_MotorBike__China_MotorBike_000290,D00,0.4378,0.111489,0.9224,FP_duplicate
YOLO11n,China_MotorBike__China_MotorBike_000301,D00,0.7478,0.225507,0.8398,TP
YOLO11n,China_MotorBike__China_MotorBike_000301,D00,0.5047,0.087082,0.6796,TP
YOLO11n,China_MotorBike__China_MotorBike_000301,D00,0.2513,0.107929,0.51,FP_duplicate
YOLO11n,China_MotorBike__China_MotorBike_000304,D40,0.8185,0.009077,0.7963,TP
YOLO11n,China_MotorBike__China_MotorBike_000304,D40,0.2939,0.014214,0.5392,FP_duplicate
YOLO11n,China_MotorBike__China_MotorBike_000307,D20,0.3263,0.277028,0.5918,TP
YOLO11n,China_MotorBike__China_MotorBike_000307,D10,0.2955,0.020944,0.0089,FP_background
YOLO11n,China_MotorBike__China_MotorBike_000307,D20,0.2862,0.155208,0.5217,FP_duplicate
YOLO11n,China_MotorBike__China_MotorBike_000307,D20,0.2461,0.178434,0.4712,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000307,D00,0.2343,0.007734,0.7152,TP
YOLO11n,China_MotorBike__China_MotorBike_000318,D00,0.7256,0.25302,0.8704,TP
YOLO11n,China_MotorBike__China_MotorBike_000318,D20,0.5735,0.418563,0.4439,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000318,D20,0.4791,0.159268,0.9313,TP
YOLO11n,China_MotorBike__China_MotorBike_000318,D10,0.2425,0.023632,0.0663,FP_background
YOLO11n,China_MotorBike__China_MotorBike_000327,D00,0.6412,0.152016,0.7478,TP
YOLO11n,China_MotorBike__China_MotorBike_000327,D00,0.5554,0.297999,0.4296,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000327,D00,0.337,0.191947,0.6669,TP
YOLO11n,China_MotorBike__China_MotorBike_000327,D00,0.2814,0.058591,0.3483,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000328,D40,0.6118,0.002457,0.8516,TP
YOLO11n,China_MotorBike__China_MotorBike_000333,D00,0.5105,0.062225,0.5265,TP
YOLO11n,China_MotorBike__China_MotorBike_000333,D00,0.2302,0.044416,0.5946,FP_duplicate
YOLO11n,China_MotorBike__China_MotorBike_000346,D00,0.7446,0.266275,0.8595,TP
YOLO11n,China_MotorBike__China_MotorBike_000346,D00,0.2815,0.05831,0.0,FP_background
YOLO11n,China_MotorBike__China_MotorBike_000351,D10,0.4962,0.084224,0.7414,TP
YOLO11n,China_MotorBike__China_MotorBike_000351,D10,0.3673,0.067617,0.5292,FP_duplicate
YOLO11n,China_MotorBike__China_MotorBike_000361,D00,0.7418,0.051324,0.8474,TP
YOLO11n,China_MotorBike__China_MotorBike_000361,D00,0.3594,0.019037,0.2134,FP_localization
YOLO11n,China_MotorBike__China_MotorBike_000361,D10,0.2581,0.013225,0.5913,TP
