model,stem,cls,tp,fp,fn
YOLO11n,China_MotorBike__China_MotorBike_000301,D00,2,1,0
YOLO11n,China_MotorBike__China_MotorBike_000304,D40,1,1,1
YOLO11n,China_MotorBike__China_MotorBike_000307,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000307,D10,0,1,0
YOLO11n,China_MotorBike__China_MotorBike_000307,D20,1,2,0
YOLO11n,China_MotorBike__China_MotorBike_000318,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000318,D10,0,1,0
YOLO11n,China_MotorBike__China_MotorBike_000318,D20,1,1,1
YOLO11n,China_MotorBike__China_MotorBike_000327,D00,2,2,0
YOLO11n,China_MotorBike__China_MotorBike_000328,D40,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_000333,D00,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_000346,D00,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_000351,D10,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_000361,D00,1,1,1
YOLO11n,China_MotorBike__China_MotorBike_000361,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000376,D00,2,1,1
YOLO11n,China_MotorBike__China_MotorBike_000394,D40,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000420,D00,1,2,1
YOLO11n,China_MotorBike__China_MotorBike_000420,D10,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_000431,D00,2,0,0
YOLO11n,China_MotorBike__China_MotorBike_000432,D10,2,0,0
YOLO11n,China_MotorBike__China_MotorBike_000440,D00,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_000440,D10,2,0,0
YOLO11n,China_MotorBike__China_MotorBike_000445,D20,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000448,D00,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_000448,D20,2,1,0
YOLO11n,China_MotorBike__China_MotorBike_000448,D40,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_000452,D10,1,1,1
YOLO11n,China_MotorBike__China_MotorBike_000458,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000459,D10,1,2,1
YOLO11n,China_MotorBike__China_MotorBike_000459,D20,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000463,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000466,D10,1,1,2
YOLO11n,China_MotorBike__China_MotorBike_000473,D40,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_000477,D00,1,3,0
YOLO11n,China_MotorBike__China_MotorBike_000483,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000484,D20,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000490,D10,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_000492,D00,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_000492,D20,1,2,0
YOLO11n,China_MotorBike__China_MotorBike_000513,D00,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_000513,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000513,D20,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_000523,D00,2,2,2
YOLO11n,China_MotorBike__China_MotorBike_000530,D10,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_000544,D00,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_000544,D10,0,1,0
YOLO11n,China_MotorBike__China_MotorBike_000544,D20,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000546,D00,3,2,0
YOLO11n,China_MotorBike__China_MotorBike_000550,D20,2,1,0
YOLO11n,China_MotorBike__China_MotorBike_000552,D00,1,1,2
YOLO11n,China_MotorBike__China_MotorBike_000552,D20,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_000552,D40,0,1,1
YOLO11n,China_MotorBike__China_MotorBike_000553,D00,1,2,0
YOLO11n,China_MotorBike__China_MotorBike_000553,D10,0,1,0
YOLO11n,China_MotorBike__China_MotorBike_000553,D20,2,3,0
YOLO11n,China_MotorBike__China_MotorBike_000553,D40,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_000556,D00,0,0,3
YOLO11n,China_MotorBike__China_MotorBike_000556,D10,0,1,1
YOLO11n,China_MotorBike__China_MotorBike_000557,D00,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_000557,D10,1,3,0
YOLO11n,China_MotorBike__China_MotorBike_000564,D00,3,0,1
YOLO11n,China_MotorBike__China_MotorBike_000572,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000574,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000582,D40,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_000585,D00,0,1,6
YOLO11n,China_MotorBike__China_MotorBike_000585,D10,0,1,1
YOLO11n,China_MotorBike__China_MotorBike_000603,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000606,D00,1,0,2
YOLO11n,China_MotorBike__China_MotorBike_000606,D10,0,2,1
YOLO11n,China_MotorBike__China_MotorBike_000621,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000624,D00,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_000624,D10,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_000632,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000637,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000655,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000655,D10,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_000655,D20,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_000661,D00,1,2,1
YOLO11n,China_MotorBike__China_MotorBike_000667,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000669,D00,1,3,1
YOLO11n,China_MotorBike__China_MotorBike_000672,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000681,D00,3,3,1
YOLO11n,China_MotorBike__China_MotorBike_000682,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000684,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000684,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000686,D00,1,1,1
YOLO11n,China_MotorBike__China_MotorBike_000697,D00,2,1,0
YOLO11n,China_MotorBike__China_MotorBike_000699,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000699,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000713,D00,1,0,2
YOLO11n,China_MotorBike__China_MotorBike_000721,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000721,D10,0,1,0
YOLO11n,China_MotorBike__China_MotorBike_000725,D00,0,1,4
YOLO11n,China_MotorBike__China_MotorBike_000725,D10,0,3,0
YOLO11n,China_MotorBike__China_MotorBike_000738,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000738,D20,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000750,D20,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_000757,D00,1,1,2
YOLO11n,China_MotorBike__China_MotorBike_000757,D10,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_000765,D00,1,2,0
YOLO11n,China_MotorBike__China_MotorBike_000765,D10,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_000769,D00,2,2,5
YOLO11n,China_MotorBike__China_MotorBike_000777,D10,0,0,3
YOLO11n,China_MotorBike__China_MotorBike_000779,D00,1,1,4
YOLO11n,China_MotorBike__China_MotorBike_000786,D40,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_000790,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000790,D20,2,1,1
YOLO11n,China_MotorBike__China_MotorBike_000796,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000800,D00,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_000800,D10,1,2,0
YOLO11n,China_MotorBike__China_MotorBike_000809,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000814,D00,3,4,1
YOLO11n,China_MotorBike__China_MotorBike_000828,D00,1,1,3
YOLO11n,China_MotorBike__China_MotorBike_000838,D00,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_000841,D40,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_000844,D20,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000851,D10,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_000855,D00,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_000855,D10,2,1,0
YOLO11n,China_MotorBike__China_MotorBike_000856,D00,0,0,3
YOLO11n,China_MotorBike__China_MotorBike_000856,D10,3,1,0
YOLO11n,China_MotorBike__China_MotorBike_000856,D20,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_000856,D40,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_000860,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000872,D00,1,0,2
YOLO11n,China_MotorBike__China_MotorBike_000872,D10,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_000882,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000882,D20,0,2,2
YOLO11n,China_MotorBike__China_MotorBike_000882,D40,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_000883,D00,1,1,1
YOLO11n,China_MotorBike__China_MotorBike_000883,D10,0,1,0
YOLO11n,China_MotorBike__China_MotorBike_000887,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000895,D00,2,1,2
YOLO11n,China_MotorBike__China_MotorBike_000895,D10,3,0,0
YOLO11n,China_MotorBike__China_MotorBike_000896,D00,2,0,0
YOLO11n,China_MotorBike__China_MotorBike_000896,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000904,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000904,D10,1,2,0
YOLO11n,China_MotorBike__China_MotorBike_000911,D00,1,1,2
YOLO11n,China_MotorBike__China_MotorBike_000911,D10,2,0,0
YOLO11n,China_MotorBike__China_MotorBike_000921,D10,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_000926,D10,0,1,0
YOLO11n,China_MotorBike__China_MotorBike_000926,D20,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_000928,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000930,D20,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000931,D00,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_000931,D20,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_000942,D00,2,1,0
YOLO11n,China_MotorBike__China_MotorBike_000942,D10,0,0,2
YOLO11n,China_MotorBike__China_MotorBike_000969,D00,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_000969,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000971,D00,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_000971,D10,1,3,1
YOLO11n,China_MotorBike__China_MotorBike_000971,D20,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000971,D40,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_000973,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000973,D10,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_000979,D00,2,0,0
YOLO11n,China_MotorBike__China_MotorBike_000979,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_000981,D00,1,2,2
YOLO11n,China_MotorBike__China_MotorBike_000989,D00,1,0,2
YOLO11n,China_MotorBike__China_MotorBike_000989,D10,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_000991,D00,0,2,3
YOLO11n,China_MotorBike__China_MotorBike_000996,D00,2,0,2
YOLO11n,China_MotorBike__China_MotorBike_000996,D40,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001014,D00,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001014,D10,0,1,0
YOLO11n,China_MotorBike__China_MotorBike_001016,D40,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001021,D00,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001021,D10,0,0,2
YOLO11n,China_MotorBike__China_MotorBike_001021,D20,0,1,0
YOLO11n,China_MotorBike__China_MotorBike_001026,D00,1,2,0
YOLO11n,China_MotorBike__China_MotorBike_001027,D10,2,1,0
YOLO11n,China_MotorBike__China_MotorBike_001030,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001033,D00,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001033,D10,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_001033,D40,2,2,1
YOLO11n,China_MotorBike__China_MotorBike_001043,D00,0,2,4
YOLO11n,China_MotorBike__China_MotorBike_001047,D40,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001066,D00,3,1,0
YOLO11n,China_MotorBike__China_MotorBike_001087,D00,2,0,1
YOLO11n,China_MotorBike__China_MotorBike_001094,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001096,D00,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001096,D20,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001102,D00,0,1,1
YOLO11n,China_MotorBike__China_MotorBike_001114,D00,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_001114,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001117,D00,0,1,1
YOLO11n,China_MotorBike__China_MotorBike_001117,D20,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001122,D00,0,1,1
YOLO11n,China_MotorBike__China_MotorBike_001122,D10,1,2,0
YOLO11n,China_MotorBike__China_MotorBike_001126,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001126,D20,1,1,1
YOLO11n,China_MotorBike__China_MotorBike_001129,D00,0,1,1
YOLO11n,China_MotorBike__China_MotorBike_001131,D00,2,1,0
YOLO11n,China_MotorBike__China_MotorBike_001139,D00,0,2,3
YOLO11n,China_MotorBike__China_MotorBike_001139,D10,2,1,1
YOLO11n,China_MotorBike__China_MotorBike_001139,D40,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001151,D00,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001151,D20,1,3,0
YOLO11n,China_MotorBike__China_MotorBike_001153,D20,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_001161,D10,1,2,1
YOLO11n,China_MotorBike__China_MotorBike_001165,D00,0,1,2
YOLO11n,China_MotorBike__China_MotorBike_001165,D10,1,2,0
YOLO11n,China_MotorBike__China_MotorBike_001178,D00,0,1,1
YOLO11n,China_MotorBike__China_MotorBike_001187,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001194,D00,0,2,2
YOLO11n,China_MotorBike__China_MotorBike_001194,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001194,D20,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001219,D00,4,2,0
YOLO11n,China_MotorBike__China_MotorBike_001224,D00,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001224,D10,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001224,D20,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001225,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001232,D10,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_001248,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001273,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001277,D00,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_001277,D10,2,1,0
YOLO11n,China_MotorBike__China_MotorBike_001285,D20,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001287,D00,2,2,4
YOLO11n,China_MotorBike__China_MotorBike_001287,D10,1,1,2
YOLO11n,China_MotorBike__China_MotorBike_001289,D10,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001300,D40,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001304,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001313,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001326,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001326,D20,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001331,D00,2,1,0
YOLO11n,China_MotorBike__China_MotorBike_001337,D10,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001339,D00,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_001339,D10,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_001349,D00,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_001349,D10,2,0,0
YOLO11n,China_MotorBike__China_MotorBike_001350,D40,1,1,1
YOLO11n,China_MotorBike__China_MotorBike_001354,D00,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001356,D20,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001365,D00,1,1,1
YOLO11n,China_MotorBike__China_MotorBike_001365,D10,0,1,0
YOLO11n,China_MotorBike__China_MotorBike_001365,D20,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001367,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001367,D20,1,1,1
YOLO11n,China_MotorBike__China_MotorBike_001368,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001377,D20,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001383,D20,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_001384,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001385,D00,1,2,0
YOLO11n,China_MotorBike__China_MotorBike_001385,D10,0,1,0
YOLO11n,China_MotorBike__China_MotorBike_001390,D00,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001390,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001409,D00,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001409,D10,0,1,0
YOLO11n,China_MotorBike__China_MotorBike_001409,D20,2,0,0
YOLO11n,China_MotorBike__China_MotorBike_001412,D00,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001413,D00,2,0,2
YOLO11n,China_MotorBike__China_MotorBike_001413,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001413,D20,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001420,D10,1,1,2
YOLO11n,China_MotorBike__China_MotorBike_001429,D00,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001429,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001430,D20,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001434,D00,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001436,D00,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001436,D20,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_001437,D40,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_001446,D10,1,2,0
YOLO11n,China_MotorBike__China_MotorBike_001458,D00,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001458,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001461,D10,2,1,0
YOLO11n,China_MotorBike__China_MotorBike_001461,D20,0,1,0
YOLO11n,China_MotorBike__China_MotorBike_001472,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001500,D00,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001500,D10,0,1,0
YOLO11n,China_MotorBike__China_MotorBike_001505,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001508,D40,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001519,D00,2,4,3
YOLO11n,China_MotorBike__China_MotorBike_001519,D10,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001520,D00,1,3,3
YOLO11n,China_MotorBike__China_MotorBike_001520,D20,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001520,D40,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001540,D00,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001540,D10,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001553,D00,2,0,2
YOLO11n,China_MotorBike__China_MotorBike_001553,D40,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001554,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001568,D20,1,2,0
YOLO11n,China_MotorBike__China_MotorBike_001573,D00,0,0,2
YOLO11n,China_MotorBike__China_MotorBike_001573,D10,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001574,D00,2,2,2
YOLO11n,China_MotorBike__China_MotorBike_001575,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001575,D10,2,1,0
YOLO11n,China_MotorBike__China_MotorBike_001582,D10,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001582,D20,0,1,0
YOLO11n,China_MotorBike__China_MotorBike_001600,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001600,D20,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001605,D20,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001607,D40,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001613,D00,1,1,1
YOLO11n,China_MotorBike__China_MotorBike_001613,D20,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001614,D00,4,2,1
YOLO11n,China_MotorBike__China_MotorBike_001616,D00,3,4,2
YOLO11n,China_MotorBike__China_MotorBike_001618,D00,2,0,1
YOLO11n,China_MotorBike__China_MotorBike_001622,D00,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001622,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001662,D00,1,0,2
YOLO11n,China_MotorBike__China_MotorBike_001662,D10,3,0,0
YOLO11n,China_MotorBike__China_MotorBike_001662,D20,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001662,D40,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001679,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001686,D00,0,1,1
YOLO11n,China_MotorBike__China_MotorBike_001686,D10,0,2,0
YOLO11n,China_MotorBike__China_MotorBike_001700,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001707,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001708,D00,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001712,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001724,D00,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001724,D10,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001724,D20,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001727,D20,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001733,D20,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001741,D00,2,3,0
YOLO11n,China_MotorBike__China_MotorBike_001749,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001749,D10,2,2,0
YOLO11n,China_MotorBike__China_MotorBike_001751,D00,1,2,2
YOLO11n,China_MotorBike__China_MotorBike_001753,D00,2,0,0
YOLO11n,China_MotorBike__China_MotorBike_001758,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001760,D00,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_001760,D10,0,1,2
YOLO11n,China_MotorBike__China_MotorBike_001765,D00,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001765,D20,1,1,1
YOLO11n,China_MotorBike__China_MotorBike_001773,D10,1,3,1
YOLO11n,China_MotorBike__China_MotorBike_001773,D20,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001782,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001786,D00,1,1,1
YOLO11n,China_MotorBike__China_MotorBike_001786,D10,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001810,D00,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001810,D10,0,2,0
YOLO11n,China_MotorBike__China_MotorBike_001811,D40,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_001829,D00,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001838,D00,0,1,1
YOLO11n,China_MotorBike__China_MotorBike_001840,D00,0,2,1
YOLO11n,China_MotorBike__China_MotorBike_001842,D00,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001842,D10,1,2,0
YOLO11n,China_MotorBike__China_MotorBike_001842,D20,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001842,D40,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_001846,D00,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001846,D10,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001859,D10,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001879,D00,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001879,D20,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001881,D00,2,1,0
YOLO11n,China_MotorBike__China_MotorBike_001881,D10,1,2,0
YOLO11n,China_MotorBike__China_MotorBike_001918,D20,1,0,0
YOLO11n,China_MotorBike__China_MotorBike_001921,D00,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_001921,D10,1,2,0
YOLO11n,China_MotorBike__China_MotorBike_001929,D00,1,3,4
YOLO11n,China_MotorBike__China_MotorBike_001961,D10,1,1,0
YOLO11n,China_MotorBike__China_MotorBike_001966,D00,2,1,1
YOLO11n,China_MotorBike__China_MotorBike_001967,D00,1,0,1
YOLO11n,China_MotorBike__China_MotorBike_001972,D00,0,0,1
YOLO11n,China_MotorBike__China_MotorBike_001973,D00,2,1,1
YOLO11n,China_MotorBike__China_MotorBike_001973,D10,0,1,1
YOLO11n,Czech__Czech_000031,D00,0,0,1
YOLO11n,Czech__Czech_000031,D20,0,0,2
YOLO11n,Czech__Czech_000092,D10,0,0,1
YOLO11n,Czech__Czech_000092,D20,0,0,2
YOLO11n,Czech__Czech_000103,D40,0,0,1
YOLO11n,Czech__Czech_000118,D00,0,0,1
YOLO11n,Czech__Czech_000133,D40,0,1,0
YOLO11n,Czech__Czech_000204,D00,1,0,1
YOLO11n,Czech__Czech_000248,D20,0,1,2
YOLO11n,Czech__Czech_000249,D10,0,0,1
YOLO11n,Czech__Czech_000273,D00,0,0,1
YOLO11n,Czech__Czech_000293,D40,0,0,3
YOLO11n,Czech__Czech_000296,D00,0,1,1
YOLO11n,Czech__Czech_000296,D40,0,0,1
YOLO11n,Czech__Czech_000305,D00,0,0,2
YOLO11n,Czech__Czech_000309,D00,0,1,0
YOLO11n,Czech__Czech_000325,D00,0,0,1
YOLO11n,Czech__Czech_000332,D00,0,0,1
YOLO11n,Czech__Czech_000355,D00,0,0,2
YOLO11n,Czech__Czech_000389,D00,0,0,1
YOLO11n,Czech__Czech_000398,D10,0,0,1
YOLO11n,Czech__Czech_000402,D20,1,1,0
YOLO11n,Czech__Czech_000426,D00,0,1,1
YOLO11n,Czech__Czech_000459,D00,1,0,0
YOLO11n,Czech__Czech_000472,D10,1,0,0
YOLO11n,Czech__Czech_000526,D00,0,0,1
YOLO11n,Czech__Czech_000553,D10,0,0,2
YOLO11n,Czech__Czech_000569,D00,0,0,1
YOLO11n,Czech__Czech_000594,D20,1,0,0
YOLO11n,Czech__Czech_000596,D40,0,0,1
YOLO11n,Czech__Czech_000599,D20,0,0,1
YOLO11n,Czech__Czech_000599,D40,0,1,0
YOLO11n,Czech__Czech_000662,D00,0,0,1
YOLO11n,Czech__Czech_000677,D00,0,1,1
YOLO11n,Czech__Czech_000725,D00,0,0,1
YOLO11n,Czech__Czech_000737,D00,1,1,1
